batsman,bowler,ball,run,avg,runs,balls
AJ Strauss,SL Malinga,7,0,1.07352941176,73,68
ME Trescothick,PDRL Perera,1,0,1.22962962963,166,135
ME Trescothick,PDRL Perera,2,0,1.22962962963,166,135
ME Trescothick,PDRL Perera,3,1,1.22962962963,166,135
AJ Strauss,PDRL Perera,4,1,1.07352941176,73,68
ME Trescothick,PDRL Perera,5,0,1.22962962963,166,135
AJ Strauss,PDRL Perera,6,2,1.07352941176,73,68
ME Trescothick,SL Malinga,1,4,1.22962962963,166,135
ME Trescothick,SL Malinga,2,0,1.22962962963,166,135
ME Trescothick,SL Malinga,3,0,1.22962962963,166,135
ME Trescothick,SL Malinga,4,4,1.22962962963,166,135
ME Trescothick,SL Malinga,5,0,1.22962962963,166,135
ME Trescothick,SL Malinga,6,0,1.22962962963,166,135
AJ Strauss,PDRL Perera,1,0,1.07352941176,73,68
AJ Strauss,PDRL Perera,2,4,1.07352941176,73,68
AJ Strauss,PDRL Perera,3,4,1.07352941176,73,68
AJ Strauss,PDRL Perera,4,4,1.07352941176,73,68
AJ Strauss,PDRL Perera,5,4,1.07352941176,73,68
AJ Strauss,PDRL Perera,6,0,1.07352941176,73,68
AJ Strauss,PDRL Perera,7,0,1.07352941176,73,68
ME Trescothick,CRD Fernando,1,0,1.22962962963,166,135
ME Trescothick,CRD Fernando,2,1,1.22962962963,166,135
AJ Strauss,CRD Fernando,3,1,1.07352941176,73,68
ME Trescothick,CRD Fernando,4,0,1.22962962963,166,135
ME Trescothick,CRD Fernando,5,1,1.22962962963,166,135
AJ Strauss,CRD Fernando,6,4,1.07352941176,73,68
ME Trescothick,MF Maharoof,1,1,1.22962962963,166,135
AJ Strauss,MF Maharoof,2,4,1.07352941176,73,68
AJ Strauss,MF Maharoof,3,1,1.07352941176,73,68
ME Trescothick,MF Maharoof,4,1,1.22962962963,166,135
AJ Strauss,MF Maharoof,5,1,1.07352941176,73,68
ME Trescothick,MF Maharoof,6,0,1.22962962963,166,135
AJ Strauss,CRD Fernando,1,1,1.07352941176,73,68
ME Trescothick,CRD Fernando,2,1,1.22962962963,166,135
AJ Strauss,CRD Fernando,3,0,1.07352941176,73,68
KP Pietersen,CRD Fernando,4,0,1.3738317757,1176,856
ME Trescothick,CRD Fernando,5,1,1.22962962963,166,135
KP Pietersen,CRD Fernando,6,0,1.3738317757,1176,856
ME Trescothick,MF Maharoof,1,0,1.22962962963,166,135
ME Trescothick,MF Maharoof,2,1,1.22962962963,166,135
KP Pietersen,MF Maharoof,3,0,1.3738317757,1176,856
KP Pietersen,MF Maharoof,4,1,1.3738317757,1176,856
ME Trescothick,MF Maharoof,5,1,1.22962962963,166,135
KP Pietersen,MF Maharoof,6,1,1.3738317757,1176,856
KP Pietersen,CRD Fernando,1,1,1.3738317757,1176,856
ME Trescothick,CRD Fernando,2,1,1.22962962963,166,135
KP Pietersen,CRD Fernando,3,1,1.3738317757,1176,856
ME Trescothick,CRD Fernando,4,2,1.22962962963,166,135
ME Trescothick,CRD Fernando,5,1,1.22962962963,166,135
KP Pietersen,CRD Fernando,6,1,1.3738317757,1176,856
KP Pietersen,MF Maharoof,1,2,1.3738317757,1176,856
KP Pietersen,MF Maharoof,2,2,1.3738317757,1176,856
KP Pietersen,MF Maharoof,3,1,1.3738317757,1176,856
ME Trescothick,MF Maharoof,4,0,1.22962962963,166,135
ME Trescothick,MF Maharoof,5,0,1.22962962963,166,135
ME Trescothick,MF Maharoof,6,0,1.22962962963,166,135
ME Trescothick,MF Maharoof,7,2,1.22962962963,166,135
ME Trescothick,MF Maharoof,8,0,1.22962962963,166,135
KP Pietersen,ST Jayasuriya,1,0,1.3738317757,1176,856
KP Pietersen,ST Jayasuriya,2,2,1.3738317757,1176,856
KP Pietersen,ST Jayasuriya,3,1,1.3738317757,1176,856
ME Trescothick,ST Jayasuriya,4,1,1.22962962963,166,135
KP Pietersen,ST Jayasuriya,5,4,1.3738317757,1176,856
KP Pietersen,ST Jayasuriya,6,0,1.3738317757,1176,856
PD Collingwood,MF Maharoof,1,1,1.24839400428,583,467
ME Trescothick,MF Maharoof,2,1,1.22962962963,166,135
PD Collingwood,MF Maharoof,3,1,1.24839400428,583,467
ME Trescothick,MF Maharoof,4,1,1.22962962963,166,135
PD Collingwood,MF Maharoof,5,1,1.24839400428,583,467
ME Trescothick,MF Maharoof,6,4,1.22962962963,166,135
PD Collingwood,ST Jayasuriya,1,0,1.24839400428,583,467
PD Collingwood,ST Jayasuriya,2,1,1.24839400428,583,467
ME Trescothick,ST Jayasuriya,3,2,1.22962962963,166,135
ME Trescothick,ST Jayasuriya,4,0,1.22962962963,166,135
ME Trescothick,ST Jayasuriya,5,2,1.22962962963,166,135
ME Trescothick,ST Jayasuriya,6,4,1.22962962963,166,135
PD Collingwood,TM Dilshan,1,1,1.24839400428,583,467
ME Trescothick,TM Dilshan,2,1,1.22962962963,166,135
PD Collingwood,TM Dilshan,3,0,1.24839400428,583,467
JWM Dalrymple,TM Dilshan,4,1,1.0,60,60
ME Trescothick,TM Dilshan,5,0,1.22962962963,166,135
ME Trescothick,TM Dilshan,6,4,1.22962962963,166,135
JWM Dalrymple,ST Jayasuriya,1,0,1.0,60,60
GO Jones,ST Jayasuriya,2,1,1.32,33,25
ME Trescothick,ST Jayasuriya,3,2,1.22962962963,166,135
ME Trescothick,ST Jayasuriya,4,1,1.22962962963,166,135
GO Jones,ST Jayasuriya,5,0,1.32,33,25
GO Jones,ST Jayasuriya,6,2,1.32,33,25
ME Trescothick,TM Dilshan,1,1,1.22962962963,166,135
GO Jones,TM Dilshan,2,1,1.32,33,25
ME Trescothick,TM Dilshan,3,1,1.22962962963,166,135
GO Jones,TM Dilshan,4,1,1.32,33,25
ME Trescothick,TM Dilshan,5,6,1.22962962963,166,135
ME Trescothick,TM Dilshan,6,1,1.22962962963,166,135
ME Trescothick,SL Malinga,1,0,1.22962962963,166,135
ME Trescothick,SL Malinga,2,1,1.22962962963,166,135
GO Jones,SL Malinga,3,1,1.32,33,25
ME Trescothick,SL Malinga,4,4,1.22962962963,166,135
ME Trescothick,SL Malinga,5,4,1.22962962963,166,135
ME Trescothick,SL Malinga,6,4,1.22962962963,166,135
GO Jones,ST Jayasuriya,1,2,1.32,33,25
GO Jones,ST Jayasuriya,2,4,1.32,33,25
GO Jones,ST Jayasuriya,3,1,1.32,33,25
ME Trescothick,ST Jayasuriya,4,0,1.22962962963,166,135
TT Bresnan,ST Jayasuriya,5,2,1.25581395349,216,172
TT Bresnan,ST Jayasuriya,6,0,1.25581395349,216,172
TT Bresnan,CRD Fernando,1,1,1.25581395349,216,172
GO Jones,CRD Fernando,2,1,1.32,33,25
TT Bresnan,CRD Fernando,3,0,1.25581395349,216,172
TT Bresnan,CRD Fernando,4,1,1.25581395349,216,172
GO Jones,CRD Fernando,5,0,1.32,33,25
TT Bresnan,CRD Fernando,6,2,1.25581395349,216,172
ME Trescothick,Shoaib Akhtar,1,1,1.22962962963,166,135
IR Bell,Shoaib Akhtar,2,0,1.13253012048,188,166
IR Bell,Shoaib Akhtar,3,1,1.13253012048,188,166
ME Trescothick,Shoaib Akhtar,4,1,1.22962962963,166,135
IR Bell,Shoaib Akhtar,5,0,1.13253012048,188,166
IR Bell,Shoaib Akhtar,6,0,1.13253012048,188,166
ME Trescothick,Mohammad Asif,1,1,1.22962962963,166,135
IR Bell,Mohammad Asif,2,0,1.13253012048,188,166
IR Bell,Mohammad Asif,3,0,1.13253012048,188,166
IR Bell,Mohammad Asif,4,1,1.13253012048,188,166
ME Trescothick,Mohammad Asif,5,4,1.22962962963,166,135
ME Trescothick,Mohammad Asif,6,0,1.22962962963,166,135
IR Bell,Shoaib Akhtar,1,0,1.13253012048,188,166
IR Bell,Shoaib Akhtar,2,1,1.13253012048,188,166
ME Trescothick,Shoaib Akhtar,3,0,1.22962962963,166,135
ME Trescothick,Shoaib Akhtar,4,4,1.22962962963,166,135
ME Trescothick,Shoaib Akhtar,5,4,1.22962962963,166,135
ME Trescothick,Shoaib Akhtar,6,4,1.22962962963,166,135
IR Bell,Mohammad Asif,1,1,1.13253012048,188,166
ME Trescothick,Mohammad Asif,2,0,1.22962962963,166,135
IR Bell,Mohammad Asif,3,4,1.13253012048,188,166
IR Bell,Mohammad Asif,4,1,1.13253012048,188,166
ME Trescothick,Mohammad Asif,5,0,1.22962962963,166,135
ME Trescothick,Mohammad Asif,6,4,1.22962962963,166,135
IR Bell,Shoaib Akhtar,1,0,1.13253012048,188,166
IR Bell,Shoaib Akhtar,2,4,1.13253012048,188,166
IR Bell,Shoaib Akhtar,3,0,1.13253012048,188,166
IR Bell,Shoaib Akhtar,4,1,1.13253012048,188,166
ME Trescothick,Shoaib Akhtar,5,1,1.22962962963,166,135
IR Bell,Shoaib Akhtar,6,0,1.13253012048,188,166
ME Trescothick,Mohammad Asif,1,0,1.22962962963,166,135
KP Pietersen,Mohammad Asif,2,0,1.3738317757,1176,856
AJ Strauss,Mohammad Asif,3,0,1.07352941176,73,68
AJ Strauss,Mohammad Asif,4,0,1.07352941176,73,68
PD Collingwood,Mohammad Asif,5,0,1.24839400428,583,467
PD Collingwood,Mohammad Asif,6,0,1.24839400428,583,467
ME Trescothick,Naved-ul-Hasan,1,1,1.22962962963,166,135
PD Collingwood,Naved-ul-Hasan,2,0,1.24839400428,583,467
PD Collingwood,Naved-ul-Hasan,3,0,1.24839400428,583,467
PD Collingwood,Naved-ul-Hasan,4,0,1.24839400428,583,467
PD Collingwood,Naved-ul-Hasan,5,0,1.24839400428,583,467
PD Collingwood,Naved-ul-Hasan,6,0,1.24839400428,583,467
PD Collingwood,Naved-ul-Hasan,7,2,1.24839400428,583,467
ME Trescothick,Mohammad Asif,1,0,1.22962962963,166,135
ME Trescothick,Mohammad Asif,2,0,1.22962962963,166,135
ME Trescothick,Mohammad Asif,3,1,1.22962962963,166,135
PD Collingwood,Mohammad Asif,4,0,1.24839400428,583,467
PD Collingwood,Mohammad Asif,5,0,1.24839400428,583,467
ME Trescothick,Mohammad Asif,6,4,1.22962962963,166,135
PD Collingwood,Naved-ul-Hasan,1,0,1.24839400428,583,467
JWM Dalrymple,Naved-ul-Hasan,2,1,1.0,60,60
ME Trescothick,Naved-ul-Hasan,3,1,1.22962962963,166,135
JWM Dalrymple,Naved-ul-Hasan,4,1,1.0,60,60
ME Trescothick,Naved-ul-Hasan,5,4,1.22962962963,166,135
ME Trescothick,Naved-ul-Hasan,6,0,1.22962962963,166,135
JWM Dalrymple,Shahid Afridi,1,1,1.0,60,60
ME Trescothick,Shahid Afridi,2,0,1.22962962963,166,135
ME Trescothick,Shahid Afridi,3,1,1.22962962963,166,135
JWM Dalrymple,Shahid Afridi,4,0,1.0,60,60
JWM Dalrymple,Shahid Afridi,5,0,1.0,60,60
JWM Dalrymple,Shahid Afridi,6,1,1.0,60,60
JWM Dalrymple,Naved-ul-Hasan,1,0,1.0,60,60
JWM Dalrymple,Naved-ul-Hasan,2,1,1.0,60,60
ME Trescothick,Naved-ul-Hasan,3,1,1.22962962963,166,135
JWM Dalrymple,Naved-ul-Hasan,4,2,1.0,60,60
JWM Dalrymple,Naved-ul-Hasan,5,2,1.0,60,60
JWM Dalrymple,Naved-ul-Hasan,6,4,1.0,60,60
ME Trescothick,Shahid Afridi,1,1,1.22962962963,166,135
JWM Dalrymple,Shahid Afridi,2,0,1.0,60,60
ME Trescothick,Shahid Afridi,3,4,1.22962962963,166,135
ME Trescothick,Shahid Afridi,4,4,1.22962962963,166,135
ME Trescothick,Shahid Afridi,5,0,1.22962962963,166,135
ME Trescothick,Shahid Afridi,6,0,1.22962962963,166,135
ME Trescothick,Shahid Afridi,7,1,1.22962962963,166,135
ME Trescothick,Abdul Razzaq,1,1,1.22962962963,166,135
JWM Dalrymple,Abdul Razzaq,2,0,1.0,60,60
JWM Dalrymple,Abdul Razzaq,3,1,1.0,60,60
ME Trescothick,Abdul Razzaq,4,1,1.22962962963,166,135
JWM Dalrymple,Abdul Razzaq,5,1,1.0,60,60
ME Trescothick,Abdul Razzaq,6,1,1.22962962963,166,135
ME Trescothick,Shahid Afridi,1,1,1.22962962963,166,135
JWM Dalrymple,Shahid Afridi,2,4,1.0,60,60
JWM Dalrymple,Shahid Afridi,3,0,1.0,60,60
JWM Dalrymple,Shahid Afridi,4,0,1.0,60,60
JWM Dalrymple,Shahid Afridi,5,0,1.0,60,60
JWM Dalrymple,Shahid Afridi,6,1,1.0,60,60
ME Trescothick,Shahid Afridi,7,2,1.22962962963,166,135
JWM Dalrymple,Abdul Razzaq,1,1,1.0,60,60
ME Trescothick,Abdul Razzaq,2,0,1.22962962963,166,135
MH Yardy,Abdul Razzaq,3,1,1.33333333333,96,72
JWM Dalrymple,Abdul Razzaq,4,1,1.0,60,60
MH Yardy,Abdul Razzaq,5,1,1.33333333333,96,72
JWM Dalrymple,Abdul Razzaq,6,1,1.0,60,60
JWM Dalrymple,Shahid Afridi,1,1,1.0,60,60
MH Yardy,Shahid Afridi,2,1,1.33333333333,96,72
JWM Dalrymple,Shahid Afridi,3,1,1.0,60,60
MH Yardy,Shahid Afridi,4,1,1.33333333333,96,72
JWM Dalrymple,Shahid Afridi,5,1,1.0,60,60
MH Yardy,Shahid Afridi,6,0,1.33333333333,96,72
JWM Dalrymple,Abdul Razzaq,1,0,1.0,60,60
MH Yardy,Abdul Razzaq,2,4,1.33333333333,96,72
MH Yardy,Abdul Razzaq,3,1,1.33333333333,96,72
JWM Dalrymple,Abdul Razzaq,4,1,1.0,60,60
MH Yardy,Abdul Razzaq,5,1,1.33333333333,96,72
JWM Dalrymple,Abdul Razzaq,6,0,1.0,60,60
CMW Read,Naved-ul-Hasan,1,0,1.18181818182,13,11
CMW Read,Naved-ul-Hasan,2,1,1.18181818182,13,11
MH Yardy,Naved-ul-Hasan,3,1,1.33333333333,96,72
CMW Read,Naved-ul-Hasan,4,0,1.18181818182,13,11
CMW Read,Naved-ul-Hasan,5,2,1.18181818182,13,11
CMW Read,Naved-ul-Hasan,6,1,1.18181818182,13,11
CMW Read,Shoaib Akhtar,1,0,1.18181818182,13,11
CMW Read,Shoaib Akhtar,2,4,1.18181818182,13,11
CMW Read,Shoaib Akhtar,3,1,1.18181818182,13,11
MH Yardy,Shoaib Akhtar,4,0,1.33333333333,96,72
CMW Read,Shoaib Akhtar,5,4,1.18181818182,13,11
CMW Read,Shoaib Akhtar,6,0,1.18181818182,13,11
CMW Read,Abdul Razzaq,1,0,1.18181818182,13,11
MH Yardy,Abdul Razzaq,2,1,1.33333333333,96,72
SI Mahmood,Abdul Razzaq,3,0,0.5,1,2
MH Yardy,Abdul Razzaq,4,6,1.33333333333,96,72
MH Yardy,Abdul Razzaq,5,4,1.33333333333,96,72
MH Yardy,Abdul Razzaq,6,2,1.33333333333,96,72
Shoaib Malik,D Gough,1,0,1.04697286013,1003,958
Shoaib Malik,D Gough,2,0,1.04697286013,1003,958
Shoaib Malik,D Gough,3,4,1.04697286013,1003,958
Shoaib Malik,D Gough,4,3,1.04697286013,1003,958
Mohammad Hafeez,D Gough,5,0,1.12707641196,1357,1204
Mohammad Hafeez,D Gough,6,2,1.12707641196,1357,1204
Shoaib Malik,SCJ Broad,1,0,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,2,0,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,3,0,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,4,0,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,5,2,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,6,0,1.04697286013,1003,958
Mohammad Hafeez,D Gough,1,0,1.12707641196,1357,1204
Mohammad Hafeez,D Gough,2,0,1.12707641196,1357,1204
Mohammad Hafeez,D Gough,3,2,1.12707641196,1357,1204
Mohammad Hafeez,D Gough,4,3,1.12707641196,1357,1204
Shoaib Malik,D Gough,5,0,1.04697286013,1003,958
Shoaib Malik,D Gough,6,3,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,1,0,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,2,0,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,3,4,1.04697286013,1003,958
Shoaib Malik,SCJ Broad,4,0,1.04697286013,1003,958
Younis Khan,SCJ Broad,5,0,1.23342939481,428,347
Shahid Afridi,SCJ Broad,6,2,1.44283995187,1199,831
Mohammad Hafeez,SI Mahmood,1,2,1.12707641196,1357,1204
Mohammad Hafeez,SI Mahmood,2,4,1.12707641196,1357,1204
Mohammad Hafeez,SI Mahmood,3,1,1.12707641196,1357,1204
Shahid Afridi,SI Mahmood,4,4,1.44283995187,1199,831
Shahid Afridi,SI Mahmood,5,0,1.44283995187,1199,831
Shahid Afridi,SI Mahmood,6,4,1.44283995187,1199,831
Shahid Afridi,SI Mahmood,7,4,1.44283995187,1199,831
Shahid Afridi,SI Mahmood,8,0,1.44283995187,1199,831
Shahid Afridi,SI Mahmood,9,0,1.44283995187,1199,831
Mohammad Hafeez,SCJ Broad,1,4,1.12707641196,1357,1204
Mohammad Hafeez,SCJ Broad,2,1,1.12707641196,1357,1204
Shahid Afridi,SCJ Broad,3,0,1.44283995187,1199,831
Shahid Afridi,SCJ Broad,4,4,1.44283995187,1199,831
Shahid Afridi,SCJ Broad,5,6,1.44283995187,1199,831
Shahid Afridi,SCJ Broad,6,4,1.44283995187,1199,831
Mohammad Hafeez,JWM Dalrymple,1,0,1.12707641196,1357,1204
Mohammad Hafeez,JWM Dalrymple,2,0,1.12707641196,1357,1204
Mohammad Hafeez,JWM Dalrymple,3,1,1.12707641196,1357,1204
Shahid Afridi,JWM Dalrymple,4,0,1.44283995187,1199,831
Mohammad Hafeez,JWM Dalrymple,5,0,1.12707641196,1357,1204
Mohammad Hafeez,JWM Dalrymple,6,1,1.12707641196,1357,1204
Mohammad Yousuf,JWM Dalrymple,7,0,1.13636363636,50,44
Mohammad Hafeez,SCJ Broad,1,1,1.12707641196,1357,1204
Mohammad Yousuf,SCJ Broad,2,1,1.13636363636,50,44
Mohammad Hafeez,SCJ Broad,3,0,1.12707641196,1357,1204
Mohammad Hafeez,SCJ Broad,4,2,1.12707641196,1357,1204
Mohammad Hafeez,SCJ Broad,5,4,1.12707641196,1357,1204
Mohammad Hafeez,SCJ Broad,6,0,1.12707641196,1357,1204
Mohammad Yousuf,JWM Dalrymple,1,4,1.13636363636,50,44
Mohammad Yousuf,JWM Dalrymple,2,0,1.13636363636,50,44
Mohammad Yousuf,JWM Dalrymple,3,0,1.13636363636,50,44
Mohammad Yousuf,JWM Dalrymple,4,0,1.13636363636,50,44
Mohammad Yousuf,JWM Dalrymple,5,0,1.13636363636,50,44
Mohammad Yousuf,JWM Dalrymple,6,0,1.13636363636,50,44
Mohammad Yousuf,JWM Dalrymple,7,2,1.13636363636,50,44
Mohammad Hafeez,MH Yardy,1,0,1.12707641196,1357,1204
Mohammad Hafeez,MH Yardy,2,1,1.12707641196,1357,1204
Mohammad Yousuf,MH Yardy,3,6,1.13636363636,50,44
Mohammad Yousuf,MH Yardy,4,1,1.13636363636,50,44
Mohammad Hafeez,MH Yardy,5,1,1.12707641196,1357,1204
Mohammad Yousuf,MH Yardy,6,1,1.13636363636,50,44
Mohammad Yousuf,SI Mahmood,1,0,1.13636363636,50,44
Mohammad Yousuf,SI Mahmood,2,0,1.13636363636,50,44
Mohammad Yousuf,SI Mahmood,3,0,1.13636363636,50,44
Mohammad Yousuf,SI Mahmood,4,4,1.13636363636,50,44
Mohammad Yousuf,SI Mahmood,5,1,1.13636363636,50,44
Mohammad Hafeez,SI Mahmood,6,0,1.12707641196,1357,1204
Mohammad Yousuf,MH Yardy,1,0,1.13636363636,50,44
Mohammad Yousuf,MH Yardy,2,0,1.13636363636,50,44
Mohammad Hafeez,MH Yardy,3,1,1.12707641196,1357,1204
Mohammad Yousuf,MH Yardy,4,0,1.13636363636,50,44
Mohammad Hafeez,MH Yardy,5,1,1.12707641196,1357,1204
Inzamam-ul-Haq,MH Yardy,6,0,0.6875,11,16
Mohammad Hafeez,SI Mahmood,1,0,1.12707641196,1357,1204
Mohammad Hafeez,SI Mahmood,2,0,1.12707641196,1357,1204
Mohammad Hafeez,SI Mahmood,3,0,1.12707641196,1357,1204
Mohammad Hafeez,SI Mahmood,4,0,1.12707641196,1357,1204
Mohammad Hafeez,SI Mahmood,5,0,1.12707641196,1357,1204
Mohammad Hafeez,SI Mahmood,6,1,1.12707641196,1357,1204
Inzamam-ul-Haq,SI Mahmood,7,0,0.6875,11,16
Mohammad Hafeez,MH Yardy,1,4,1.12707641196,1357,1204
Mohammad Hafeez,MH Yardy,2,1,1.12707641196,1357,1204
Inzamam-ul-Haq,MH Yardy,3,0,0.6875,11,16
Inzamam-ul-Haq,MH Yardy,4,1,0.6875,11,16
Mohammad Hafeez,MH Yardy,5,1,1.12707641196,1357,1204
Inzamam-ul-Haq,MH Yardy,6,0,0.6875,11,16
Inzamam-ul-Haq,MH Yardy,7,0,0.6875,11,16
Mohammad Hafeez,PD Collingwood,1,2,1.12707641196,1357,1204
Mohammad Hafeez,PD Collingwood,2,1,1.12707641196,1357,1204
Inzamam-ul-Haq,PD Collingwood,3,0,0.6875,11,16
Inzamam-ul-Haq,PD Collingwood,4,1,0.6875,11,16
Mohammad Hafeez,PD Collingwood,5,0,1.12707641196,1357,1204
Mohammad Hafeez,PD Collingwood,6,4,1.12707641196,1357,1204
Inzamam-ul-Haq,D Gough,1,6,0.6875,11,16
Inzamam-ul-Haq,D Gough,2,0,0.6875,11,16
Inzamam-ul-Haq,D Gough,3,0,0.6875,11,16
Inzamam-ul-Haq,D Gough,4,0,0.6875,11,16
Mohammad Hafeez,D Gough,5,0,1.12707641196,1357,1204
Mohammad Hafeez,D Gough,6,0,1.12707641196,1357,1204
Inzamam-ul-Haq,PD Collingwood,1,1,0.6875,11,16
Abdul Razzaq,PD Collingwood,2,1,1.12979351032,383,339
Inzamam-ul-Haq,PD Collingwood,3,0,0.6875,11,16
Inzamam-ul-Haq,PD Collingwood,4,1,0.6875,11,16
Abdul Razzaq,PD Collingwood,5,4,1.12979351032,383,339
Abdul Razzaq,PD Collingwood,6,4,1.12979351032,383,339
Inzamam-ul-Haq,D Gough,1,1,0.6875,11,16
Abdul Razzaq,D Gough,2,0,1.12979351032,383,339
Abdul Razzaq,D Gough,3,0,1.12979351032,383,339
Abdul Razzaq,D Gough,4,0,1.12979351032,383,339
Abdul Razzaq,D Gough,5,4,1.12979351032,383,339
Abdul Razzaq,D Gough,6,4,1.12979351032,383,339
GC Smith,Z Khan,1,0,1.21143617021,911,752
GC Smith,Z Khan,2,1,1.21143617021,911,752
LE Bosman,Z Khan,3,0,1.39896373057,270,193
LE Bosman,Z Khan,4,0,1.39896373057,270,193
LE Bosman,Z Khan,5,0,1.39896373057,270,193
LE Bosman,Z Khan,6,0,1.39896373057,270,193
LE Bosman,Z Khan,7,0,1.39896373057,270,193
GC Smith,S Sreesanth,1,0,1.21143617021,911,752
GC Smith,S Sreesanth,2,0,1.21143617021,911,752
GC Smith,S Sreesanth,3,0,1.21143617021,911,752
GC Smith,S Sreesanth,4,4,1.21143617021,911,752
GC Smith,S Sreesanth,5,0,1.21143617021,911,752
GC Smith,S Sreesanth,6,4,1.21143617021,911,752
GC Smith,S Sreesanth,7,0,1.21143617021,911,752
LE Bosman,Z Khan,1,0,1.39896373057,270,193
GC Smith,Z Khan,2,1,1.21143617021,911,752
LE Bosman,Z Khan,3,1,1.39896373057,270,193
GC Smith,Z Khan,4,0,1.21143617021,911,752
GC Smith,Z Khan,5,1,1.21143617021,911,752
LE Bosman,Z Khan,6,0,1.39896373057,270,193
GC Smith,S Sreesanth,1,0,1.21143617021,911,752
GC Smith,S Sreesanth,2,0,1.21143617021,911,752
GC Smith,S Sreesanth,3,0,1.21143617021,911,752
GC Smith,S Sreesanth,4,0,1.21143617021,911,752
GC Smith,S Sreesanth,5,0,1.21143617021,911,752
GC Smith,S Sreesanth,6,4,1.21143617021,911,752
GC Smith,S Sreesanth,7,0,1.21143617021,911,752
HH Gibbs,Z Khan,1,0,1.2012012012,400,333
HH Gibbs,Z Khan,2,0,1.2012012012,400,333
HH Gibbs,Z Khan,3,0,1.2012012012,400,333
HH Gibbs,Z Khan,4,2,1.2012012012,400,333
HH Gibbs,Z Khan,5,4,1.2012012012,400,333
HH Gibbs,Z Khan,6,1,1.2012012012,400,333
HH Gibbs,AB Agarkar,1,0,1.2012012012,400,333
JM Kemp,AB Agarkar,2,0,1.24539877301,203,163
JM Kemp,AB Agarkar,3,0,1.24539877301,203,163
JM Kemp,AB Agarkar,4,0,1.24539877301,203,163
JM Kemp,AB Agarkar,5,0,1.24539877301,203,163
JM Kemp,AB Agarkar,6,0,1.24539877301,203,163
GC Smith,Z Khan,1,0,1.21143617021,911,752
GC Smith,Z Khan,2,0,1.21143617021,911,752
GC Smith,Z Khan,3,1,1.21143617021,911,752
JM Kemp,Z Khan,4,0,1.24539877301,203,163
JM Kemp,Z Khan,5,1,1.24539877301,203,163
GC Smith,Z Khan,6,0,1.21143617021,911,752
GC Smith,Z Khan,7,0,1.21143617021,911,752
JM Kemp,AB Agarkar,1,0,1.24539877301,203,163
JM Kemp,AB Agarkar,2,1,1.24539877301,203,163
AB de Villiers,AB Agarkar,3,0,1.22024471635,1097,899
AB de Villiers,AB Agarkar,4,6,1.22024471635,1097,899
AB de Villiers,AB Agarkar,5,0,1.22024471635,1097,899
AB de Villiers,AB Agarkar,6,0,1.22024471635,1097,899
JM Kemp,IK Pathan,1,4,1.24539877301,203,163
JM Kemp,IK Pathan,2,0,1.24539877301,203,163
JM Kemp,IK Pathan,3,4,1.24539877301,203,163
JM Kemp,IK Pathan,4,0,1.24539877301,203,163
JM Kemp,IK Pathan,5,0,1.24539877301,203,163
JM Kemp,IK Pathan,6,0,1.24539877301,203,163
JA Morkel,AB Agarkar,1,0,1.38834951456,572,412
JA Morkel,AB Agarkar,2,1,1.38834951456,572,412
JM Kemp,AB Agarkar,3,2,1.24539877301,203,163
JM Kemp,SR Tendulkar,4,4,1.24539877301,203,163
JM Kemp,SR Tendulkar,5,1,1.24539877301,203,163
JA Morkel,SR Tendulkar,6,0,1.38834951456,572,412
JM Kemp,IK Pathan,1,0,1.24539877301,203,163
JM Kemp,IK Pathan,2,2,1.24539877301,203,163
JM Kemp,IK Pathan,3,0,1.24539877301,203,163
JM Kemp,IK Pathan,4,1,1.24539877301,203,163
JA Morkel,IK Pathan,5,1,1.38834951456,572,412
JM Kemp,IK Pathan,6,1,1.24539877301,203,163
JM Kemp,SR Tendulkar,1,1,1.24539877301,203,163
JA Morkel,SR Tendulkar,2,0,1.38834951456,572,412
JA Morkel,SR Tendulkar,3,0,1.38834951456,572,412
JA Morkel,SR Tendulkar,4,1,1.38834951456,572,412
JM Kemp,SR Tendulkar,5,0,1.24539877301,203,163
JJ van der Wath,SR Tendulkar,6,0,1.15,46,40
JA Morkel,IK Pathan,1,0,1.38834951456,572,412
JA Morkel,IK Pathan,2,0,1.38834951456,572,412
JA Morkel,IK Pathan,3,4,1.38834951456,572,412
JA Morkel,IK Pathan,4,6,1.38834951456,572,412
JA Morkel,IK Pathan,5,1,1.38834951456,572,412
JJ van der Wath,IK Pathan,6,1,1.15,46,40
JJ van der Wath,S Sreesanth,1,0,1.15,46,40
JJ van der Wath,S Sreesanth,2,0,1.15,46,40
JJ van der Wath,S Sreesanth,3,0,1.15,46,40
JJ van der Wath,S Sreesanth,4,0,1.15,46,40
JA Morkel,S Sreesanth,5,0,1.38834951456,572,412
JA Morkel,S Sreesanth,6,6,1.38834951456,572,412
JJ van der Wath,Harbhajan Singh,1,1,1.15,46,40
JA Morkel,Harbhajan Singh,2,0,1.38834951456,572,412
